provider,mode,category,hit_at_k,recall_at_k,precision_at_k,reciprocal_rank,all_relevant_at_k,prohibited_at_k,prohibited_count,useful_before_harmful,returned_chars,returned_words,latency_ms
membukkit,raw,conflict,1.0,1.0,0.2,0.2,1.0,0.0,0.0,,497.0,68.0,227.9430830385536
membukkit,raw,exact,1.0,1.0,0.20000000000000004,1.0,1.0,0.0,0.0,1.0,552.6666666666666,77.0,317.5888193072751
membukkit,raw,multihop,1.0,0.6666666666666666,0.4,0.75,0.0,0.0,0.0,,528.5,67.0,271.26141655026004
membukkit,raw,negative,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,506.0,70.0,238.74418751802295
membukkit,raw,procedure,0.6,0.6,0.12000000000000002,0.21666666666666665,0.6,0.12000000000000002,0.6,1.0,604.8,88.4,254.2335000121966
membukkit,raw,protocol,1.0,0.5,0.2,1.0,0.0,0.0,0.0,1.0,650.0,101.0,247.95391701627523
membukkit,raw,scope,1.0,1.0,0.20000000000000004,0.38888888888888884,1.0,0.13333333333333333,0.6666666666666666,0.6666666666666666,396.0,56.666666666666664,233.61186136025935
membukkit,raw,semantic,1.0,1.0,0.20000000000000004,1.0,1.0,0.0,0.0,,639.3333333333334,96.66666666666667,273.1067639930795
membukkit,raw,temporal_asof,1.0,1.0,0.75,0.75,1.0,0.0,0.0,1.0,103.5,14.5,242.6654789596796
membukkit,raw,temporal_current,0.75,0.75,0.15000000000000002,0.20833333333333331,0.75,0.15000000000000002,0.75,0.0,453.0,65.75,227.26656225859188
