wait:both fixtures confirmed the priming	INJECTED-INCOMPLETE	2026-09-24T19:06:38.924Z	not reached in 120s
INDUCTION	INJECTED-INVALID	2026-09-24T19:06:38.927Z	confirmation missing or wrong: director '00000000000000000000000000000000', duty '00000000000000000000000000000000'
