provider,mode,category,hit_at_k,recall_at_k,precision_at_k,reciprocal_rank,all_relevant_at_k,prohibited_at_k,prohibited_count,useful_before_harmful,returned_chars,returned_words,latency_ms
hindsight,raw,conflict,1.0,1.0,0.2,0.5,1.0,0.0,0.0,,435.0,58.0,41.8655420653522
hindsight,raw,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,641.0,86.0,48.173819008904196
hindsight,raw,multihop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,653.0,82.5,33.164978958666325
hindsight,raw,negative,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,635.5,82.5,33.53008342674002
hindsight,raw,procedure,0.2,0.2,0.04,0.2,0.2,0.04,0.2,1.0,634.2,94.4,31.364875216968358
hindsight,raw,protocol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,671.0,105.0,29.439874924719334
hindsight,raw,scope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,461.3333333333333,65.0,30.9308886838456
hindsight,raw,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,587.3333333333334,89.33333333333333,39.38880535618713
hindsight,raw,temporal_asof,0.5,0.5,0.1,0.125,0.5,0.2,1.0,0.0,538.5,70.5,54.2105829808861
hindsight,raw,temporal_current,0.25,0.25,0.05,0.125,0.25,0.0,0.0,1.0,579.0,84.25,34.51221896102652
