provider,mode,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
habitus,raw,5,0,ok,,26.0,0.875,0.7986111111111112,0.3055555555555555,0.7847222222222222,0.75,0.09722222222222221,0.25,0.2916666666666667,0.9230769230769231,0.0,264.5769230769231,39.88461538461539,10.62527719215303
