provider,mode,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
membukkit,raw,5,450,ok,,26.0,0.5,0.4722222222222222,0.11666666666666667,0.24097222222222223,0.4166666666666667,0.04166666666666667,0.20833333333333334,0.20833333333333334,0.6666666666666666,0.0,531.6923076923077,77.61538461538461,3.71584623081407
