provider,mode,experiment_class,publishability,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
membukkit,raw,raw_product,publishable,5,0,ok,,26.0,1.0,1.0,0.30833333333333335,0.5854166666666667,1.0,0.125,0.5833333333333334,0.625,0.6875,0.0,378.03846153846155,56.38461538461539,72.42497285075773
