provider,mode,experiment_class,publishability,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
perseus_vault,raw,raw_product,publishable,5,0,ok,,26.0,1.0,1.0,0.25833333333333336,0.9375,1.0,0.11666666666666667,0.5416666666666666,0.5833333333333334,0.9375,0.0,417.8076923076923,62,18.787939079070036
