INDUCTION	INJECTED-PASS	2026-09-24T19:02:11.855Z	director and duty confirmed the run/seat-bound priming (exact nonces)
DECISION	INJECTED-PASS	2026-09-24T19:02:17.026Z	incident D-Dinj120205-Dinj120205-v1, deadline 2026-09-24T19:03:12Z
STOP	INJECTED-PASS	2026-09-24T19:02:22.088Z	intentional stop marker after the authentic decision; timer + outside check own the ladder
RUNGS	INJECTED-PASS	2026-09-24T19:04:07.653Z	director, duty (real wakes), Claude (private ledger + real labelled notify-claude) while stopped
ACK	INJECTED-PASS	2026-09-24T19:04:07.676Z	literal refused; capability ack recorded (60 s)
RECUR	INJECTED-PASS	2026-09-24T19:05:38.174Z	same key 12d19aa69c9e
DECIDE	INJECTED-PASS	2026-09-24T19:05:38.264Z	resolved; private watcher quiet
LIVE	INJECTED-PASS	2026-09-24T19:06:08.536Z	authentic decision, stop marker, ladder, capability ack/expiry/same-key recurrence, decide + quiet watcher, restart without duplicates
