provider,mode,experiment_class,publishability,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
hindsight,raw,raw_product,publishable,5,450,ok,,26.0,0.25,0.25,0.05,0.12291666666666667,0.25,0.025,0.125,0.125,0.6666666666666666,0.0,587.4615384615385,83.42307692307692,47.04871953715785
