provider,mode,experiment_class,publishability,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
membukkit,raw,raw_product,publishable,5,450,ok,,26.0,0.9166666666666666,0.8888888888888888,0.21805555555555556,0.4486111111111111,0.8333333333333334,0.058333333333333334,0.2916666666666667,0.2916666666666667,0.7142857142857143,0.0,510.4230769230769,75.26923076923077,257.52008496783674
