provider,mode,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
membukkit,raw,5,0,ok,,26.0,0.3333333333333333,0.2986111111111111,0.08055555555555556,0.16458333333333333,0.25,0.016666666666666666,0.08333333333333333,0.08333333333333333,0.8,0.0,381.2692307692308,56.5,2.253487269242144
