capture	PASS	2026-09-24T03:48:17.774Z	prior state captured in /home/bmosher/memory-bake-off/campaign4/packages/P12-timeout-ownership-live-closure/evidence/cutover-plan-closure/real-dry/pre (state.tsv: 4 units; 0 existing unit files kept)
switch	PASS	2026-09-24T03:48:17.896Z	old owners off and drained; 4 units installed (bytes = release, OnFailure wired); a fresh pass by the current run; outside check rest; one owner
handoff	PASS	2026-09-24T03:48:17.900Z	P12-production-handoff-1 dispatched through agent-loop; Tern decides with: /home/bmosher/.local/bin/agent-loop decide --config /home/bmosher/.config/agent-loop/campaign4.json --qid P12-production-handoff-1 --kind question_answered --ref <record> --reason <text>
rollback	PASS	2026-09-24T03:48:17.932Z	rolled back: old owners active, agent-loop off, open items handed to cairn
