NOTIFY	PASS	2026-09-24T17:34:21.459Z	mode offline
PREP	PASS	2026-09-24T17:34:21.642Z	four fresh fixture seats bound (worker/verifier/director/duty)
RUNGS	PASS	2026-09-24T17:36:08.083Z	director, duty, Claude (private ledger) while stopped
wait:expiry re-raise	INCOMPLETE	2026-09-24T17:38:38.662Z	not reached in 150s
RECUR	FAIL	2026-09-24T17:38:38.663Z	no re-raise after ack expiry
