provider,mode,experiment_class,publishability,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
agentmemory,raw,raw_product,publishable,5,0,ok,,26.0,1.0,1.0,0.24166666666666667,0.8888888888888888,1.0,0.14166666666666666,0.6666666666666666,0.7083333333333334,0.75,0.0,428.5,63.80769230769231,7.5515400654134845
