provider,mode,experiment_class,publishability,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
membukkit,raw,raw_product,publishable,5,0,ok,,26.0,1.0,0.9861111111111112,0.3,0.6416666666666667,0.9583333333333334,0.10833333333333334,0.5,0.5416666666666666,0.6875,0.0,404.38461538461536,61.26923076923077,62.70751280960842
