provider,mode,experiment_class,publishability,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
hindsight,raw,raw_product,publishable,5,0,ok,,26.0,0.8333333333333334,0.8125,0.2,0.5555555555555556,0.7916666666666666,0.125,0.5833333333333334,0.625,0.9333333333333333,0.0,415.2307692307692,60.84615384615385,34.05542147363751
