wait:both fixtures confirmed the priming	INJECTED-INCOMPLETE	2026-09-24T19:06:37.927Z	not reached in 120s
INDUCTION	INJECTED-INVALID	2026-09-24T19:06:37.930Z	confirmation missing or wrong: director '', duty ''
