provider,mode,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
membukkit,raw,5,450,ok,,26.0,0.08333333333333333,0.08333333333333333,0.022222222222222223,0.05,0.08333333333333333,0.008333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.0,316.84615384615387,44.88461538461539,2.578276576899113
