NOTIFY	PASS	2026-09-24T17:39:27.530Z	mode offline
PREP	PASS	2026-09-24T17:39:27.707Z	four fresh fixture seats bound (worker/verifier/director/duty)
RUNGS	PASS	2026-09-24T17:41:14.128Z	director, duty, Claude (private ledger) while stopped
RECUR	PASS	2026-09-24T17:42:19.010Z	ack expiry re-raised once with the same key ad50b621e8c5
DECIDE	PASS	2026-09-24T17:42:19.058Z	resolved by the decision; private watcher quiet for ad50b621e8c5
LIVE	PASS	2026-09-24T17:42:29.068Z	stopped ladder, capability ack/expiry/same-key recurrence, decide resolution + quiet watcher, restart without duplicates
