provider,mode,experiment_class,publishability,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
mem0,raw,raw_product,publishable,5,0,ok,,26.0,1.0,0.9791666666666666,0.23333333333333334,0.8888888888888888,0.9583333333333334,0.14166666666666666,0.6666666666666666,0.7083333333333334,0.6875,0.0,434.9230769230769,64.8076923076923,1683.5533926451508
