INDUCTION	INJECTED-PASS	2026-09-24T19:24:36.371Z	director and duty are passive receivers (pinned bytes, probe recorded through the real wake)
DECISION	INJECTED-PASS	2026-09-24T19:24:41.560Z	incident D-Dinj122429-Dinj122429-v1, deadline 2026-09-24T19:25:36Z
STOP	INJECTED-PASS	2026-09-24T19:24:46.620Z	intentional stop marker after the authentic decision; timer + outside check own the ladder
RUNGS	INJECTED-PASS	2026-09-24T19:26:32.190Z	director, duty (real wakes), Claude (private ledger + real labelled notify-claude) while stopped
ACK	INJECTED-PASS	2026-09-24T19:26:32.211Z	literal refused; capability ack recorded (60 s)
RECUR	INJECTED-PASS	2026-09-24T19:28:02.702Z	same key 58f3dc406bc2
DECIDE	INJECTED-PASS	2026-09-24T19:28:02.793Z	resolved; private watcher quiet
LIVE	INJECTED-PASS	2026-09-24T19:28:33.072Z	authentic decision, stop marker, ladder, capability ack/expiry/same-key recurrence, decide + quiet watcher, restart without duplicates
