provider,mode,experiment_class,publishability,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
hindsight,raw,raw_product,publishable,5,450,ok,,26.0,0.20833333333333334,0.20833333333333334,0.04166666666666667,0.1111111111111111,0.20833333333333334,0.025,0.125,0.125,0.6,0.0,585.1153846153846,82.42307692307692,68.68117962641499
