PREP	PASS	2026-09-24T17:05:00.778Z	four fresh fixture seats bound (worker/verifier/director/duty)
wait:verifier claim	INCOMPLETE	2026-09-24T17:10:00.660Z	not reached in 300s
wait:decision step	INCOMPLETE	2026-09-24T17:15:01.096Z	not reached in 300s
DECISION	FAIL	2026-09-24T17:15:01.097Z	package never reached decision
