ROLLBACK	SANDBOX-PASS	2026-09-24T20:21:26.355Z	files and unit states equal the snapshot (absent files absent)
PROMOTE	SANDBOX-FAIL	2026-09-24T20:21:26.356Z	no fresh ledger pass by the new invocation cb830283e0d880ac
