capture	PASS	2026-09-23T14:24:47.696Z	prior state captured in /tmp/p10-plan-rehearsal-aFb1/cut/pre
switch	PASS	2026-09-23T14:24:47.730Z	old owners off and drained; agent-loop serving; outside check rest; one owner
handoff	PASS	2026-09-23T14:24:47.734Z	P10-production-handoff-1 dispatched through agent-loop; Tern decides with: /home/bmosher/.local/bin/agent-loop decide --config /home/bmosher/.config/agent-loop/campaign4.json --qid P10-production-handoff-1 --kind question_answered --ref <record> --reason <text>
rollback	PASS	2026-09-23T14:24:47.746Z	rolled back: old owners active, agent-loop off, open items handed to cairn
