PREP	PASS	2026-09-24T17:15:22.289Z	four fresh fixture seats bound (worker/verifier/director/duty)
wait:verifier claim	INCOMPLETE	2026-09-24T17:20:22.270Z	not reached in 300s
wait:decision step	INCOMPLETE	2026-09-24T17:25:22.766Z	not reached in 300s
DECISION	FAIL	2026-09-24T17:25:22.767Z	package never reached decision
