wait:both fixtures confirmed the priming	INJECTED-INCOMPLETE	2026-09-24T19:04:13.963Z	not reached in 120s
INDUCTION	INJECTED-INVALID	2026-09-24T19:04:13.966Z	confirmation missing or wrong: director '', duty ''
