provider,mode,top_k,distractors,status,reason,n_cases,hit@5,recall@5,precision@5,mrr,all_relevant@5,prohibited@5,harmful_presence_rate,mean_prohibited_count,useful_before_harmful,negative_empty_rate,mean_context_chars,mean_context_words,mean_latency_ms
claude_mem_fts5_core,raw,5,450,ok,,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5394625385843728
claude_mem_chroma_lsa,raw,5,450,ok,,26.0,0.20833333333333334,0.20833333333333334,0.04722222222222222,0.16666666666666666,0.20833333333333334,0.016666666666666666,0.08333333333333333,0.08333333333333333,1.0,0.5,339.9230769230769,50.65384615384615,0.4854613462157431
claude_mem_chroma_lsa_no_recency,raw,5,450,ok,,26.0,0.5833333333333334,0.5625,0.15,0.5083333333333333,0.5416666666666666,0.05,0.25,0.25,0.7777777777777778,0.0,513.8846153846154,75.57692307692308,0.3913008078178301
dense_lsa,raw,5,450,ok,,26.0,0.5833333333333334,0.5625,0.15,0.5083333333333333,0.5416666666666666,0.05,0.25,0.25,0.7777777777777778,0.5,490.2307692307692,72.38461538461539,1.5133214227926846
tfidf_cosine,raw,5,450,ok,,26.0,0.7916666666666666,0.7777777777777778,0.2576388888888889,0.6875,0.75,0.10138888888888889,0.4166666666666667,0.4166666666666667,0.8181818181818182,0.5,431.2692307692308,63.07692307692308,0.485927000087171
bm25,raw,5,450,ok,,26.0,0.7916666666666666,0.7291666666666666,0.16666666666666669,0.7083333333333334,0.6666666666666666,0.09166666666666667,0.4583333333333333,0.4583333333333333,0.6666666666666666,0.0,504.6923076923077,76.23076923076923,1.9020672305207251
